Company,Sector,ESG Topic,Extracted Claim,Sentiment Score,Specificity Score,Greenwashing Risk Score,Doc,Page
Samsung_Electronics_Sustainability_Report_2025,Unknown,GHG Emissions,"2022 2023 2024 2022 2023 2024
DX DS DX DS DX DS DX DS DX DS DX DS
Water Management Pollutant Management
Division Division Division Division Division Division Division Division Division Division Division Division
Water intake 1,000 tonnes 18,823 153,988 17,270 160,090 18,961 169,580 [Air pollutant emissions]
Municipal water (surface water) 1,000 tonnes 18,124 153,988 16,485 160,090 18,059 169,580 NOx Tonnes 33 752 46 674 23 706
Groundwater 1,000 tonnes 698 - 786 - 902 - SOx Tonnes 1 34 2 41 0.3 35
Wastewater discharge 1,000 tonnes 12,682 123,436 13,042 129,953 15,446 136,663 NH₃ Tonnes 2 93 0.5",0.047,0.7,0.392,Samsung_Electronics_Sustainability_Report_2025.pdf,74
Samsung_Electronics_Sustainability_Report_2025,Unknown,GHG Emissions,"Pollution
DX Division
Climate Change / Circular Economy / Water / Pollution
Strategy Activities We regularly update chemical substance regulation database for 16
countries with manufacturing sites including China, Vietnam, and
The DX Division strictly complies with global environmental regulations1) Management of Substances of Concern (SoC) in Products and
India, while minimizing risk by applying our own standards and through
During the Manufacturing Process
to minimize the potential negative impacts of substances of concern
integrative management.
in products and chemicals used at sites on cu",0.0,0.67,0.391,Samsung_Electronics_Sustainability_Report_2025.pdf,20
Samsung_Electronics_Sustainability_Report_2025,Unknown,GHG Emissions,"Transparency in Responsible Minerals Supplier Third-Party Audit Compliance Rate by Area1) 2022 2023 2024
2022 2023 2024
Sourcing Management
First-tier Second-tier First-tier Second-tier
On-site audits of suppliers1) Companies 438 315 202
[Environment]
1) On-site audits of suppliers aimed at eradicating the use of conflict minerals
Pollution prevention % 99 98 100 99 88
Hazardous substances % 96 98 100 97 98
Supply Chain Work Environment Management 2022 2023 2024
Wastewater and solid waste % 98 99 100 98 95
First-tier suppliers Companies 121 93 90
Air emissions % 99 99 94 99 98
Materials restri",0.047,0.67,0.477,Samsung_Electronics_Sustainability_Report_2025.pdf,67
Samsung_Electronics_Sustainability_Report_2025,Unknown,GHG Emissions,"Indirect GHG Emission Reduction Non-Manufacturing Facilities In 2024 we introduced smart lighting United States Through the purchase of renewable energy certificates
The semiconductor industry is highly energy-intensive. We are making systems in selected parking towers. By utilizing natural daylight and (REC), on-site power generation facilities, and PPAs, we transitioned
efforts to optimize energy use in the manufacturing process and automatically controlling brightness based on time zones, we achieved 100% of our U.S. sites' power usage to renewable energy starting
expand renewable energy tr",1.0,0.65,0.672,Samsung_Electronics_Sustainability_Report_2025.pdf,25
Samsung_Electronics_Sustainability_Report_2025,Unknown,GHG Emissions,"Climate Change
DS Division
Climate Change / Circular Economy / Water / Pollution
Strategy physical risks like weather-related disasters and transition risks related Identification of Key Risks and Opportunities
to regulatory and market changes in each country based on ISO 22301, We constructed a pool of climate-related risks and opportunities related to
The DS Division has declared our commitment to achieving net zero Scope the international standard for Business Continuity Management System our business by reviewing global climate change trends, industry responses,
1 and 2 emissions by 2050 a",0.0,0.6,0.54,Samsung_Electronics_Sustainability_Report_2025.pdf,22
Samsung_Electronics_Sustainability_Report_2025,Unknown,GHG Emissions,"Financial Impact Assessment Drought We assessed drought exposure levels by analyzing the balance
Assessment of Financial Impact Levels from Drought
The DS Division analyzed the potential financial impacts of identified between water demand and supply in each DS site location, then
key risks and opportunities through both quantitative and qualitative calculated financial impacts based on potential future water prices1). Our Highest
High
assessments, taking into consideration various climate-related analysis shows water prices aren't expected to rise dramatically overall SSEG TSLED Medium
scenar",0.119,0.6,0.557,Samsung_Electronics_Sustainability_Report_2025.pdf,23
Samsung_Electronics_Sustainability_Report_2025,Unknown,GHG Emissions,"Performance by Division
2022 2023 2024 2022 2023 2024
GHG Emission Management (Scope 1 and 2)1), 2) DX DS DX DS DX DS GHG Emission Management (Scope 3)1), 2) DX DS DX DS DX DS
Division Division Division Division Division Division Division Division Division Division Division Division
(Market based) GHG emissions 1,000 tonnes CO₂e 366 14,687 313 12,978 342 14,546 Other indirect emissions (Scope 3) 1,000 tonnes CO₂e 100,051 15,910 90,360 16,611 82,713 22,900
Direct emissions (Scope 1) 1,000 tonnes CO₂e 254 5,718 211 3,522 236 4,489 Purchased products and services 1,000 tonnes CO₂e 10,074 3,466 8,",0.731,0.6,0.423,Samsung_Electronics_Sustainability_Report_2025.pdf,72
Samsung_Electronics_Sustainability_Report_2025,Unknown,GHG Emissions,"Financial Impact Assessment Increase in Demand for Low-Carbon Products and Services Increasing
Assessment of Financial Impact Levels from Floods
The DX Division assessed potential financial impacts expected under each consumer awareness of climate change is driving preference for low-
(Short/Mid-/Long-Term, Scenario Averages)
climate scenario for the identified key risk and opportunity factors. carbon products and services, and national net zero policies and regulations
Highest are driving demand for low-carbon products. We see that the increasing
Climate-Related Scenario Selection High demand",0.0,0.57,0.542,Samsung_Electronics_Sustainability_Report_2025.pdf,13
Samsung_Electronics_Sustainability_Report_2025,Unknown,GHG Emissions,"Pollution
DS Division
Climate Change / Circular Economy / Water / Pollution
Strategy The chemical substance life cycle (from receipt to disposal) is managed Additionally, we continuously strive to improve treatment efficiency by
through an operational process. Legal standard information is updated optimizing processes for the best prevention technologies applied in
The DS Division manages our operations based on internal standards that
periodically, and high-risk chemical substances are either replaced or wastewater treatment. Efforts are also being made to replace hazardous
are stricter than ",0.982,0.57,0.759,Samsung_Electronics_Sustainability_Report_2025.pdf,32
Samsung_Electronics_Sustainability_Report_2025,Unknown,GHG Emissions,"TCFD Index
Category Our Performance Page
Governance a) D escribe the board's oversight of The DX Division views environmental matters, including climate change, as critical areas directly linked to business operations and financial performance, and these are overseen by the highest P.11, 21,
climate-related risks and decision-making body, the Board of Directors. The Board establishes the company's strategies and goals related to environmental management, oversees major activities, and particularly CDP: M.04
opportunities. reviews these activities through the Sustainability Committee, which is ",0.0,0.57,0.551,Samsung_Electronics_Sustainability_Report_2025.pdf,82
Samsung_Electronics_Sustainability_Report_2025,Unknown,GHG Emissions,"TCFD Index
Category Our Performance Page
Risk a) Describe the organization’s pro- Samsung Electronics compiled a pool of risks and opportunities related to our business by reviewing global climate change trends and industry responses based on the TCFD P.12-13,
Manage- cesses for identifying and recommendations and CDP suggested climate-related risks and opportunities. We used climate change scenario analysis tools to initially identify major risks and opportunities, and 22-23,
ment assessing climate-related risks. conducted surveys with key internal and external stakeholders to assess the like",0.0,0.55,0.383,Samsung_Electronics_Sustainability_Report_2025.pdf,83
Samsung_Electronics_Sustainability_Report_2025,Unknown,GHG Emissions,"AA JJoouurrnneeyy TT oowwaarrddss
aa SSuussttaaiinnaabbllee FFuuttuurree
Samsung Electronics Sustainability Report 2025
Our Company Planet People
Message from Our CEO 04 [DX Division] [DS Division] Our People 35
About Us 05 Governance and Major Progress 11 Governance and Major Progress 21 Sustainability in Supply Chain 45
Corporate Governance 06 Climate Change 12 Climate Change 22 Empowering Communities 51
Materiality Assessment 07 Circular Economy 16 Circular Economy 27 Privacy Protection & Security 53
Stakeholder Engagement 09 Water 18 Water 29 Product Quality & Safety 55
Pollution 20 Pollut",0.881,0.54,0.556,Samsung_Electronics_Sustainability_Report_2025.pdf,2
